# Listed companies matched to week 4 clients and filing firms by exact normalized name; SIC from the SEC submissions API, NAICS sector by week04_sec.sector_of_sic().
key,cik,ticker,sec_name,sic,sic_description,naics2,filings
FEIN 460933951,0001728688,IIIV,"i3 Verticals, Inc.",7372,Services-Prepackaged Software,51,23
FEIN 954595609,0001023459,SLP,"Simulations Plus, Inc.",7373,Services-Computer Integrated Systems Design,54,23
FEIN 651311552,0001434316,FATE,FATE THERAPEUTICS INC,2836,"Biological Products, (No Diagnostic Substances)",31-33,23
FEIN 463109268,0001816431,QSI,Quantum-Si Inc,3829,"Measuring & Controlling Devices, NEC",31-33,23
ALSTOM,0001062066,AOMFF,ALSTOM,3621,Motors & Generators,31-33,23
MITSUBISHI UFJ FINANCIAL,0000067088,MUFG,MITSUBISHI UFJ FINANCIAL GROUP INC,6029,"Commercial Banks, NEC",52,22
EMERSON ELECTRIC,0000032604,EMR,EMERSON ELECTRIC CO,3600,Electronic & Other Electrical Equipment (No Computer Equip),31-33,22
FEIN 560751714,0000878927,ODFL,"OLD DOMINION FREIGHT LINE, INC.",4213,Trucking (No Local),48-49,22
VIATRIS,0001792044,VTRS,Viatris Inc,2834,Pharmaceutical Preparations,31-33,22
FEIN 330945406,0001192448,GKOS,GLAUKOS Corp,3841,Surgical & Medical Instruments & Apparatus,31-33,22
FEDERATED HERMES,0001056288,FHI,"FEDERATED HERMES, INC.",6282,Investment Advice,52,22
FEIN 371341308,0001748797,DOO,BRP Inc.,3790,Miscellaneous Transportation Equipment,31-33,22
ROGERS,0000084748,ROG,ROGERS CORP,2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers",31-33,22
FEIN 205560161,0001393434,OCUL,"OCULAR THERAPEUTIX, INC",2834,Pharmaceutical Preparations,31-33,22
FEIN 472415221,0001637873,ACVA,ACV Auctions Inc.,7389,"Services-Business Services, NEC",56,22
FEIN 522209244,0001235468,LQDT,LIQUIDITY SERVICES INC,7389,"Services-Business Services, NEC",56,22
FEIN 452355015,0001611115,OMDA,"Omada Health, Inc.",8000,Services-Health Services,62,22
FEIN 341185757,0001875444,ARHS,"Arhaus, Inc.",5712,Retail-Furniture Stores,44-45,22
FEIN 471785452,0001861107,CBLL,"Ceribell, Inc.",3845,Electromedical & Electrotherapeutic Apparatus,31-33,22
FEIN 202275479,0001412408,PHR,"Phreesia, Inc.",7389,"Services-Business Services, NEC",56,22
FEIN 630918200,0000926282,ADTN,"ADTRAN Holdings, Inc.",3661,Telephone & Telegraph Apparatus,31-33,22
FEIN 680262011,0001020214,CERS,CERUS CORP,3841,Surgical & Medical Instruments & Apparatus,31-33,22
FEIN 470926186,0001382101,STRO,"SUTRO BIOPHARMA, INC.",2836,"Biological Products, (No Diagnostic Substances)",31-33,22
FEIN 825282075,0001783328,TCRX,"TScan Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",31-33,22
FEIN 591995548,0000313616,DHR,DANAHER CORP /DE/,3823,"Industrial Instruments For Measurement, Display, and Control",31-33,21
WATERS,0001000697,WAT,WATERS CORP /DE/,3826,Laboratory Analytical Instruments,31-33,21
FEIN 465630757,0001635088,ROIV,Roivant Sciences Ltd.,2834,Pharmaceutical Preparations,31-33,21
EQUITABLE,0001333986,EQH,"Equitable Holdings, Inc.",6411,"Insurance Agents, Brokers & Service",52,21
FEIN 333437354,0002064953,SOLS,Solstice Advanced Materials Inc.,2800,Chemicals & Allied Products,31-33,21
LKQ,0001065696,LKQ,LKQ CORP,5010,Wholesale-Motor Vehicles & Motor Vehicle Parts & Supplies,42,21
FEIN 870816490,0001872195,BLSH,Bullish,6199,Finance Services,52,21
FEIN 571222280,0001361113,VRNS,VARONIS SYSTEMS INC,7372,Services-Prepackaged Software,51,21
FEIN 831276474,0001784570,BETA,"BETA Technologies, Inc.",3721,Aircraft,31-33,21
DAVE,0001841408,DAVE,Dave Inc./DE,6199,Finance Services,52,21
FEIN 474268251,0001676725,IDYA,"IDEAYA Biosciences, Inc.",2834,Pharmaceutical Preparations,31-33,21
FEIN 364883909,0001818794,DYN,"Dyne Therapeutics, Inc.",2834,Pharmaceutical Preparations,31-33,21
FEIN 134108681,0001024305,COTY,COTY INC.,2844,"Perfumes, Cosmetics & Other Toilet Preparations",31-33,21
FEIN 412070700,0001530804,TROX,Tronox Holdings plc,2810,Industrial Inorganic Chemicals,31-33,21
FEIN 760446294,0001958086,CLB,Core Laboratories Inc. /DE/,1389,"Oil & Gas Field Services, NEC",21,21
FEIN 770487658,0001088856,CORT,CORCEPT THERAPEUTICS INC,2834,Pharmaceutical Preparations,31-33,20
WATTS WATER TECHNOLOGIES,0000795403,WTS,WATTS WATER TECHNOLOGIES INC,3490,Miscellaneous Fabricated Metal Products,31-33,20
AXIS CAPITAL,0001214816,AXS,AXIS CAPITAL HOLDINGS LTD,6331,"Fire, Marine & Casualty Insurance",52,20
FEIN 320415449,0001657573,XMTR,"Xometry, Inc.",7389,"Services-Business Services, NEC",56,20
FEIN 940519552,0000861459,GVA,GRANITE CONSTRUCTION INC,1600,Heavy Construction Other Than Bldg Const - Contractors,23,20
REYNOLDS CONSUMER PRODUCTS,0001786431,REYN,Reynolds Consumer Products Inc.,2673,"Plastics, Foil & Coated Paper Bags",31-33,20
FEIN 042271897,0000016040,CBT,CABOT CORP,2890,Miscellaneous Chemical Products,31-33,20
NEWMARK,0001690680,NMRK,"NEWMARK GROUP, INC.",6531,Real Estate Agents & Managers (For Others),53,20
FEIN 330238801,0001039065,OSIS,OSI SYSTEMS INC,3674,Semiconductors & Related Devices,31-33,20
FEIN 202149352,0002085187,BOBS,"Bob's Discount Furniture, Inc.",5712,Retail-Furniture Stores,44-45,20
FEIN 911287341,0000768899,TBI,"TrueBlue, Inc.",7363,Services-Help Supply Services,56,20
FEIN 611677171,0001856725,RANI,"Rani Therapeutics Holdings, Inc.",2834,Pharmaceutical Preparations,31-33,20
FEIN 800376379,0001468327,RENT,"Rent the Runway, Inc.",5990,"Retail-Retail Stores, NEC",44-45,20
FEIN 390622040,0000091440,SNA,Snap-on Inc,3420,"Cutlery, Handtools & General Hardware",31-33,19
FEIN 410285640,0000042888,GGG,GRACO INC,3561,Pumps & Pumping Equipment,31-33,19
FEIN 990365994,0002003292,KLAR,Klarna Group plc,6199,Finance Services,52,19
FEIN 042103460,0000717954,UNF,UNIFIRST CORP,7200,Services-Personal Services,81,19
RADIAN,0000890926,RDN,RADIAN GROUP INC,6351,Surety Insurance,52,19
FEIN 930609074,0000060519,LPX,LOUISIANA-PACIFIC CORP,2400,Lumber & Wood Products (No Furniture),31-33,19
FEIN 952628227,0000073756,OII,OCEANEERING INTERNATIONAL INC,1389,"Oil & Gas Field Services, NEC",21,19
FEIN 770201147,0000851310,HLIT,HARMONIC INC.,3663,Radio & Tv Broadcasting & Communications Equipment,31-33,19
FEIN 061562737,0000810332,RJET,REPUBLIC AIRWAYS HOLDINGS INC.,4512,"Air Transportation, Scheduled",48-49,19
FEIN 430197190,0000014707,CAL,CALERES INC,3140,"Footwear, (No Rubber)",31-33,19
FEIN 475271393,0001822462,FHTX,Foghorn Therapeutics Inc.,2834,Pharmaceutical Preparations,31-33,19
FEIN 862130805,0001823878,MYPS,"PLAYSTUDIOS, Inc.",7372,Services-Prepackaged Software,51,19
FEIN 043306140,0001123494,HBIO,HARVARD BIOSCIENCE INC,3826,Laboratory Analytical Instruments,31-33,19
TC ENERGY,0001232384,TRP,TC ENERGY CORP,4922,Natural Gas Transmission,22,19
MARVELL TECHNOLOGY,0001835632,MRVL,"Marvell Technology, Inc.",3674,Semiconductors & Related Devices,31-33,18
ARTHUR J GALLAGHER,0000354190,AJG,Arthur J. Gallagher & Co.,6411,"Insurance Agents, Brokers & Service",52,18
IRON MOUNTAIN,0001020569,IRM,IRON MOUNTAIN INC,6798,Real Estate Investment Trusts,52,18
FEIN 812992166,0001815442,KYMR,"Kymera Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",31-33,18
BAUSCH AND LOMB,0001860742,BLCO,Bausch & Lomb Corp,3851,Ophthalmic Goods,31-33,18
FEIN 473923475,0001812364,RLAY,"Relay Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",31-33,18
FEIN 133588231,0000913241,SHOO,"STEVEN MADDEN, LTD.",3140,"Footwear, (No Rubber)",31-33,18
TRUSTMARK,0000036146,TRMK,TRUSTMARK CORP,6021,National Commercial Banks,52,18
FEIN 461140696,0000871763,MAN,ManpowerGroup Inc.,7363,Services-Help Supply Services,56,18
FEIN 270476525,0001468748,KOD,Kodiak Sciences Inc.,2836,"Biological Products, (No Diagnostic Substances)",31-33,18
OLIN,0000074303,OLN,OLIN Corp,2800,Chemicals & Allied Products,31-33,18
FEIN 380837640,0000066382,MLKN,"MILLERKNOLL, INC.",2520,Office Furniture,31-33,18
FEIN 263302902,0001609151,WEAV,"Weave Communications, Inc.",7372,Services-Prepackaged Software,51,18
FEIN 521375208,0000879526,WNC,WABASH NATIONAL Corp,3715,Truck Trailers,31-33,18
FEIN 620211340,0000018498,GCO,GENESCO INC,5661,Retail-Shoe Stores,44-45,18
FEIN 061591613,0001125345,MGNX,MACROGENICS INC,2834,Pharmaceutical Preparations,31-33,18
FEIN 811152476,0001736730,CAMP,Camp4 Therapeutics Corp,2834,Pharmaceutical Preparations,31-33,18
FEIN 522247327,0000785557,DLHC,DLH Holdings Corp.,7363,Services-Help Supply Services,56,18
FEIN 823912740,0001775734,BENF,Beneficient,6199,Finance Services,52,18
ANHEUSER BUSCH INBEV SA,0001668717,BUD,Anheuser-Busch InBev SA/NV,2082,Malt Beverages,31-33,17
UNILEVER,0000217410,UL,UNILEVER PLC,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",31-33,17
FEIN 393317511,0002089271,HONA,Honeywell Aerospace Inc.,3724,Aircraft Engines & Engine Parts,31-33,17
FIFTH THIRD BANCORP,0000035527,FITB,FIFTH THIRD BANCORP,6022,State Commercial Banks,52,17
JONES LANG LASALLE,0001037976,JLL,JONES LANG LASALLE INC,6531,Real Estate Agents & Managers (For Others),53,17
FEIN 340577130,0000098362,TKR,TIMKEN CO,3562,Ball & Roller Bearings,31-33,17
PERDOCEO EDUCATION,0001046568,PRDO,PERDOCEO EDUCATION Corp,8200,Services-Educational Services,61,17
FEIN 381185150,0000110471,WWW,WOLVERINE WORLD WIDE INC /DE/,3140,"Footwear, (No Rubber)",31-33,17
FEIN 263324763,0001096752,EPC,EDGEWELL PERSONAL CARE Co,2844,"Perfumes, Cosmetics & Other Toilet Preparations",31-33,17
FEIN 900943402,0001707502,SLDB,Solid Biosciences Inc.,2836,"Biological Products, (No Diagnostic Substances)",31-33,17
FEIN 111362020,0000093389,SMP,"STANDARD MOTOR PRODUCTS, INC.",3714,Motor Vehicle Parts & Accessories,31-33,17
FEIN 510371142,0001866633,CCSI,"Consensus Cloud Solutions, Inc.",7372,Services-Prepackaged Software,51,17
FEIN 933029990,0001835856,BETR,Better Home & Finance Holding Co,6163,Loan Brokers,52,17
FEIN 463951329,0001596961,RDNW,"RideNow Group, Inc.",7371,Services-Computer Programming Services,54,17
FEIN 870554725,0001505952,DOMO,"DOMO, INC.",7372,Services-Prepackaged Software,51,17
1 800 FLOWERS COM,0001084869,FLWS,1 800 FLOWERS COM INC,5990,"Retail-Retail Stores, NEC",44-45,17
FEIN 030608147,0001429764,BLNK,Blink Charging Co.,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",31-33,17
FEIN 330204817,0000101984,UEIC,UNIVERSAL ELECTRONICS INC,3651,Household Audio & Video Equipment,31-33,17
FEIN 472369532,0001534708,BLNE,"Beeline Holdings, Inc.",6162,Mortgage Bankers & Loan Correspondents,52,17
FEIN 384091582,0000797465,STLY,"HG Holdings, Inc.",6798,Real Estate Investment Trusts,52,17
BRITISH AMERICAN TOBACCO,0001303523,BTI,British American Tobacco p.l.c.,2111,Cigarettes,31-33,16
FEIN 340590250,0000072331,NDSN,NORDSON CORP,3569,"General Industrial Machinery & Equipment, NEC",31-33,16
FEIN 882846451,0001944013,CR,Crane Co,3490,Miscellaneous Fabricated Metal Products,31-33,16
JEFFERIES FINANCIAL,0000096223,JEF,Jefferies Financial Group Inc.,6211,"Security Brokers, Dealers & Flotation Companies",52,16
FEIN 610156015,0000020212,CHDN,Churchill Downs Inc,7948,"Services-Racing, Including Track Operation",71,16
FEIN 472509828,0001445305,WK,WORKIVA INC,7372,Services-Prepackaged Software,51,16
FEIN 721123385,0000071829,NPKI,NPK International Inc.,7350,Services-Miscellaneous Equipment Rental & Leasing,56,16
FEIN 680329422,0000930236,RWT,REDWOOD TRUST INC,6798,Real Estate Investment Trusts,52,16
FEIN 474257046,0001653558,PRTH,"Priority Technology Holdings, Inc.",7389,"Services-Business Services, NEC",56,16
FEIN 043145961,0000898437,ANIK,"Anika Therapeutics, Inc.",3841,Surgical & Medical Instruments & Apparatus,31-33,16
TORRID,0001792781,CURV,Torrid Holdings Inc.,5600,Retail-Apparel & Accessory Stores,44-45,16
FEIN 208957988,0001503274,QTRX,Quanterix Corp,3826,Laboratory Analytical Instruments,31-33,16
FEIN 821153150,0001726445,SEER,"Seer, Inc.",3826,Laboratory Analytical Instruments,31-33,16
FEIN 911600822,0000065770,MVIS,"MICROVISION, INC.",3679,"Electronic Components, NEC",31-33,16
FEIN 465663471,0001812173,RBOT,Vicarious Surgical Inc.,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",31-33,16
FEIN 474800749,0002141406,ACCV,Accelevation Holdings Corp.,3620,Electrical Industrial Apparatus,31-33,16
JOHNSON CONTROLS INTERNATIONAL,0000833444,JCI,Johnson Controls International plc,3585,Air-Cond & Warm Air Heatg Equip & Comm & Indl Refrig Equip,31-33,15
INVESCO,0000914208,IVZ,Invesco Ltd.,6282,Investment Advice,52,15
FEIN 161633636,0001236275,QXO,"QXO, Inc.",5030,Wholesale-Lumber & Other Construction Materials,42,15
FEIN 160757636,0000067887,MOG-A,MOOG INC.,3590,Misc Industrial & Commercial Machinery & Equipment,31-33,15
FEIN 362495346,0000916540,DAR,DARLING INGREDIENTS INC.,2070,Fats & Oils,31-33,15
PBF ENERGY,0001534504,PBF,PBF Energy Inc.,2911,Petroleum Refining,31-33,15
FEIN 391098068,0000007789,ASB,ASSOCIATED BANC-CORP,6022,State Commercial Banks,52,15
FEIN 912041398,0001114995,PI,IMPINJ INC,3679,"Electronic Components, NEC",31-33,15
FEIN 475361406,0001845257,LFST,"LifeStance Health Group, Inc.",8000,Services-Health Services,62,15
VONTIER,0001786842,VNT,Vontier Corp,3824,Totalizing Fluid Meters & Counting Devices,31-33,15
FEIN 208617990,0000821483,PARR,"PAR PACIFIC HOLDINGS, INC.",1311,Crude Petroleum & Natural Gas,21,15
FEIN 760509661,0001020710,DXPE,DXP ENTERPRISES INC,5084,Wholesale-Industrial Machinery & Equipment,42,15
ALLEGIANT TRAVEL,0001362468,ALGT,Allegiant Travel CO,4512,"Air Transportation, Scheduled",48-49,15
FEIN 160417150,0000031235,KODK,EASTMAN KODAK CO,3861,Photographic Equipment & Supplies,31-33,15
FEIN 273521219,0001501989,CTMX,"CytomX Therapeutics, Inc.",2834,Pharmaceutical Preparations,31-33,15
FEIN 823562771,0001737287,ALLO,"Allogene Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",31-33,15
ADVANSIX,0001673985,ASIX,AdvanSix Inc.,2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers",31-33,15
LOANDEPOT,0001831631,LDI,"loanDepot, Inc.",6199,Finance Services,52,15
FEIN 042871690,0001661181,ORGO,Organogenesis Holdings Inc.,2834,Pharmaceutical Preparations,31-33,15
FEIN 943389618,0001600641,DIBS,"1stdibs.com, Inc.",5961,Retail-Catalog & Mail-Order Houses,44-45,15
INSTIL BIO,0001789769,TIL,"Instil Bio, Inc.",2836,"Biological Products, (No Diagnostic Substances)",31-33,15
FEIN 473828760,0001680048,MBIO,"MUSTANG BIO, INC.",2834,Pharmaceutical Preparations,31-33,15
ENTERPRISE PRODUCTS PARTNERS,0001061219,EPD,ENTERPRISE PRODUCTS PARTNERS L.P.,4922,Natural Gas Transmission,22,14
FEIN 133321516,0001160106,LYG,Lloyds Banking Group plc,6029,"Commercial Banks, NEC",52,14
MEDLINE,0002046386,MDLN,Medline Inc.,3841,Surgical & Medical Instruments & Apparatus,31-33,14
CHIPOTLE MEXICAN GRILL,0001058090,CMG,CHIPOTLE MEXICAN GRILL INC,5812,Retail-Eating  Places,72,14
HALEON,0001900304,HLN,Haleon plc,2844,"Perfumes, Cosmetics & Other Toilet Preparations",31-33,14
ECHOSTAR,0001415404,ECHO,EchoStar CORP,4899,"Communications Services, NEC",51,14
MAGNA INTERNATIONAL,0000749098,MGA,MAGNA INTERNATIONAL INC,3714,Motor Vehicle Parts & Accessories,31-33,14
FEIN 475654583,0001659166,FTV,Fortive Corp,3823,"Industrial Instruments For Measurement, Display, and Control",31-33,14
FEIN 030550887,0001856525,CNM,"Core & Main, Inc.",5099,"Wholesale-Durable Goods, NEC",42,14
FEIN 204536774,0001357615,KBR,"KBR, INC.",1600,Heavy Construction Other Than Bldg Const - Contractors,23,14
FEIN 350827455,0000038725,FELE,FRANKLIN ELECTRIC CO INC,3621,Motors & Generators,31-33,14
HELMERICH AND PAYNE,0000046765,HP,"Helmerich & Payne, Inc.",1381,Drilling Oil & Gas Wells,21,14
FEIN 203979555,0001809987,MIR,"Mirion Technologies, Inc.",3829,"Measuring & Controlling Devices, NEC",31-33,14
FEIN 133070826,0000949157,CENX,CENTURY ALUMINUM CO,3334,Primary Production of  Aluminum,31-33,14
FEIN 521261113,0000887936,FCN,"FTI CONSULTING, INC",8742,Services-Management Consulting Services,54,14
FEIN 800423634,0001504776,WRBY,Warby Parker Inc.,3851,Ophthalmic Goods,31-33,14
FEIN 954470290,0001857816,GCT,GigaCloud Technology Inc,5961,Retail-Catalog & Mail-Order Houses,44-45,14
FEIN 043537265,0000949870,SAM,BOSTON BEER CO INC,2082,Malt Beverages,31-33,14
FEIN 911663741,0001285819,OMER,OMEROS CORP,2834,Pharmaceutical Preparations,31-33,14
FEIN 822635018,0001842295,MAZE,"Maze Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",31-33,14
FEIN 720679819,0001525221,VTOL,Bristow Group Inc.,4522,"Air Transportation, Nonscheduled",48-49,14
FEIN 541887631,0001420800,ENOV,Enovis CORP,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",31-33,14
FEIN 208893125,0001462056,BLZE,"Backblaze, Inc.",7372,Services-Prepackaged Software,51,14
FEIN 823199662,0001828536,NRGV,"Energy Vault Holdings, Inc.",3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",31-33,14
FEIN 464254444,0001625641,LAW,"CS Disco, Inc.",7372,Services-Prepackaged Software,51,14
FEIN 300886670,0001690334,SMHI,SEACOR Marine Holdings Inc.,4412,Deep Sea Foreign Transportation of  Freight,48-49,14
FEIN 205009396,0001393584,AMWL,American Well Corp,7389,"Services-Business Services, NEC",56,14
FEIN 330029027,0000948708,SMSI,"SMITH MICRO SOFTWARE, INC.",7372,Services-Prepackaged Software,51,14
FEIN 272992077,0001505155,UPLD,"Upland Software, Inc.",7372,Services-Prepackaged Software,51,14
FEIN 812944208,0001854270,SNTI,"Senti Biosciences Holdings, Inc.",2836,"Biological Products, (No Diagnostic Substances)",31-33,14
SAP SE,0001000184,SAP,SAP SE,7372,Services-Prepackaged Software,51,13
FEIN 141682544,0001037868,AME,AMETEK INC/,3823,"Industrial Instruments For Measurement, Display, and Control",31-33,13
FEIN 800947107,0001819994,RKLB,Rocket Lab Corp,3760,Guided Missiles & Space Vehicles & Parts,31-33,13
FEIN 590864469,0000079282,BRO,"BROWN & BROWN, INC.",6411,"Insurance Agents, Brokers & Service",52,13
FEIN 610864428,0002052568,LGN,Legence Corp.,1700,Construction - Special Trade Contractors,23,13
IMMUNITYBIO,0001326110,IBRX,"ImmunityBio, Inc.",2836,"Biological Products, (No Diagnostic Substances)",31-33,13
FEIN 390561070,0000310142,SXT,SENSIENT TECHNOLOGIES CORP,2860,Industrial Organic Chemicals,31-33,13
FEIN 465670947,0001609253,CRC,California Resources Corp,1311,Crude Petroleum & Natural Gas,21,13
CHESAPEAKE UTILITIES,0000019745,CPK,CHESAPEAKE UTILITIES CORP,4923,Natural Gas Transmisison & Distribution,22,13
FEIN 043432735,0001756262,TMDX,"TransMedics Group, Inc.",3845,Electromedical & Electrotherapeutic Apparatus,31-33,13
FEIN 680275553,0000887733,CENT,CENTRAL GARDEN & PET CO,5190,Wholesale-Miscellaneous Nondurable Goods,42,13
FEIN 873083236,0001883085,PGY,Pagaya Technologies Ltd.,6199,Finance Services,52,13
FEIN 361823834,0000094049,SCL,STEPAN CO,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",31-33,13
HERBALIFE,0001180262,HLF,HERBALIFE LTD.,5122,"Wholesale-Drugs, Proprietaries & Druggists' Sundries",42,13
FEIN 811334989,0002130606,OBX,"Obsidian Therapeutics, Inc.",2834,Pharmaceutical Preparations,31-33,13
FEIN 460614061,0001598665,HRTG,"Heritage Insurance Holdings, Inc.",6331,"Fire, Marine & Casualty Insurance",52,13
BLOOMIN BRANDS,0001546417,BLMN,"Bloomin' Brands, Inc.",5812,Retail-Eating  Places,72,13
COMMUNITY HEALTH SYSTEMS,0001108109,CYH,COMMUNITY HEALTH SYSTEMS INC,8062,"Services-General Medical & Surgical Hospitals, NEC",62,13
MYRIAD GENETICS,0000899923,MYGN,MYRIAD GENETICS INC,2835,In Vitro & In Vivo Diagnostic Substances,31-33,13
FEIN 953038279,0000049754,DIN,"Dine Brands Global, Inc.",5812,Retail-Eating  Places,72,13
FEIN 208756903,0001517022,AKBA,"Akebia Therapeutics, Inc.",2834,Pharmaceutical Preparations,31-33,13
FEIN 474515206,0001787400,NKTX,"Nkarta, Inc.",2834,Pharmaceutical Preparations,31-33,13
FEIN 132808819,0001898496,GETY,"Getty Images Holdings, Inc.",7389,"Services-Business Services, NEC",56,13
FEIN 870452614,0001132105,SPWH,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",5940,Retail-Miscellaneous Shopping Goods Stores,44-45,13
FEIN 830502008,0001383395,SQNS,SEQUANS COMMUNICATIONS,3674,Semiconductors & Related Devices,31-33,13
ACCURAY,0001138723,ARAY,ACCURAY INC,3841,Surgical & Medical Instruments & Apparatus,31-33,13
FEIN 522263942,0001378590,BLIN,"Bridgeline Digital, Inc.",7372,Services-Prepackaged Software,51,13
FEIN 800512509,0001519061,TSEOQ,Trinseo PLC,2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers",31-33,13
NEWMONT,0001164727,NEM,NEWMONT Corp /DE/,1040,Gold and Silver Ores,21,12
KKR,0001404912,KKR,KKR & Co. Inc.,6282,Investment Advice,52,12
HUBBELL,0000048898,HUBB,HUBBELL INC,3670,Electronic Components & Accessories,31-33,12
SHARKNINJA,0001957132,SN,"SharkNinja, Inc.",3630,Household Appliances,31-33,12
FEIN 650829355,0000015615,MTZ,MASTEC INC,1623,"Water, Sewer, Pipeline, Comm & Power Line Construction",23,12
SEMTECH,0000088941,SMTC,SEMTECH CORP,3674,Semiconductors & Related Devices,31-33,12
FEIN 560950585,0000317540,COKE,"Coca-Cola Consolidated, Inc.",2086,Bottled & Canned Soft Drinks & Carbonated Waters,31-33,12
FEIN 251255406,0000037808,FNB,FNB CORP/PA/,6021,National Commercial Banks,52,12
GXO LOGISTICS,0001852244,GXO,"GXO Logistics, Inc.",4700,Transportation Services,48-49,12
FEIN 510340466,0000887596,CAKE,CHEESECAKE FACTORY INC,5812,Retail-Eating  Places,72,12
FEIN 362334820,0000001750,AIR,AAR CORP,3720,Aircraft & Parts,31-33,12
CHOICE HOTELS INTERNATIONAL,0001046311,CHH,CHOICE HOTELS INTERNATIONAL INC /DE,7011,Hotels & Motels,72,12
NCR ATLEOS,0001974138,NATL,NCR Atleos Corp,3578,Calculating & Accounting Machines (No Electronic Computers),31-33,12
FEIN 270217289,0001504008,BKU,"BankUnited, Inc.",6035,"Savings Institution, Federally Chartered",52,12
FEIN 550805988,0000805928,AXGN,"Axogen, Inc.",3845,Electromedical & Electrotherapeutic Apparatus,31-33,12
FEIN 922483604,0001968915,PHIN,PHINIA INC.,3714,Motor Vehicle Parts & Accessories,31-33,12
FEIN 351057796,0000076605,PATK,PATRICK INDUSTRIES INC,3714,Motor Vehicle Parts & Accessories,31-33,12
FEIN 850862255,0001811063,NUVB,Nuvation Bio Inc.,2834,Pharmaceutical Preparations,31-33,12
FEIN 382799573,0001585364,PRGO,PERRIGO Co plc,2834,Pharmaceutical Preparations,31-33,12
FEIN 811298494,0001899287,AMPX,"Amprius Technologies, Inc.",3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",31-33,12
FEIN 800312140,0001497770,WD,"Walker & Dunlop, Inc.",6199,Finance Services,52,12
FEIN 251588399,0001315257,KOP,Koppers Holdings Inc.,2400,Lumber & Wood Products (No Furniture),31-33,12
FEIN 822157847,0001853921,SCTX,"Scribe Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",31-33,12
FEIN 203476468,0001635282,RMNI,"Rimini Street, Inc.",7389,"Services-Business Services, NEC",56,12
FEIN 471314238,0001825079,VELO,"Velo3D, Inc.",3559,"Special Industry Machinery, NEC",31-33,12
FEIN 812139178,0001761612,BCYC,BICYCLE THERAPEUTICS PLC,2834,Pharmaceutical Preparations,31-33,12
FEIN 770448588,0001086434,AUDC,AUDIOCODES LTD,3661,Telephone & Telegraph Apparatus,31-33,12
FEIN 462702363,0001653087,ALEC,"Alector, Inc.",2836,"Biological Products, (No Diagnostic Substances)",31-33,12
FEIN 453728228,0001619856,CRBU,"Caribou Biosciences, Inc.",2836,"Biological Products, (No Diagnostic Substances)",31-33,12
FEIN 352548053,0001460329,FLNT,"Fluent, Inc.",7310,Services-Advertising,56,12
FEIN 834079594,0001786471,SEV,Aptera Motors Corp,3711,Motor Vehicles & Passenger Car Bodies,31-33,12
FEIN 462482575,0001600983,KSCP,"Knightscope, Inc.",3669,"Communications Equipment, NEC",31-33,12
FEIN 813509120,0001951667,CTNT,CHEETAH NET SUPPLY CHAIN SERVICE INC.,5010,Wholesale-Motor Vehicles & Motor Vehicle Parts & Supplies,42,12
FEIN 463062890,0002075141,VSGRY,VusionGroup,,,,12
FEIN 133491492,0000842180,BBVA,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",6029,"Commercial Banks, NEC",52,11
QUANTA SERVICES,0001050915,PWR,"QUANTA SERVICES, INC.",1731,Electrical Work,23,11
FEIN 751743247,0000731802,ATO,ATMOS ENERGY CORP,4924,Natural Gas Distribution,22,11
FEIN 270099920,0001300514,LVS,LAS VEGAS SANDS CORP,7011,Hotels & Motels,72,11
FIRST CITIZENS BANCSHARES,0000798941,FCNCA,FIRST CITIZENS BANCSHARES INC /DE/,6022,State Commercial Banks,52,11
FEIN 361984010,0000108312,WWD,"Woodward, Inc.",3620,Electrical Industrial Apparatus,31-33,11
ICON,0001060955,ICLR,ICON PLC,8731,Services-Commercial Physical & Biological Research,54,11
FEIN 821080209,0001711279,KRYS,"Krystal Biotech, Inc.",2836,"Biological Products, (No Diagnostic Substances)",31-33,11
CAESARS ENTERTAINMENT,0001590895,CZR,"Caesars Entertainment, Inc.",7011,Hotels & Motels,72,11
FEIN 201037001,0001094831,BGC,"BGC Group, Inc.",6200,"Security & Commodity Brokers, Dealers, Exchanges & Services",52,11
FEIN 860879572,0001395942,OPLN,"OPENLANE, Inc.",5500,Retail-Auto Dealers & Gasoline Stations,44-45,11
RXO,0001929561,RXO,"RXO, Inc.",4700,Transportation Services,48-49,11
